text,day,weekday,month,year,text_nt,day_bool,month_bool,year_bool,day_match,month_match,year_match,match
يوم الخميس الثالث والعشرين من ذي القعدة سنت [كذا في الأصل] سبع وأربعين وخمس ماية,23,Yawm al-khamis,11.0,547,"['يوم', 'الخميس', 'الثالث', 'والعشرين', 'من', 'ذي', 'القعدة', 'سنت', 'كذا', 'في', 'الاصل', 'سبع', 'واربعين', 'وخمس', 'ماية']",False,False,False,,,,
 في السابع والعشرين من [رجب؟] المعظم من سنة ثمانين وخمس ماية,27,,7.0,580,"['في', 'السابع', 'والعشرين', 'من', 'رجب', '؟', 'المعظم', 'من', 'سنة', 'ثمانين', 'وخمس', 'ماية']",False,False,True,,,580.0,"<re.Match object; span=(28, 59), match=' المعظم من سنة ثمانين وخمس ماية'>"
سبع وسبعين وخمس ماية,,,,577,"['سبع', 'وسبعين', 'وخمس', 'ماية']",False,False,False,,,,
يوم الجمعة في العشر الأخير من ,21- 30,Yawm al-juma,,,"['يوم', 'الجمعة', 'في', 'العشر', 'الاخير', 'من']",False,False,False,,,,
الحادي والعشرين من شوال المبارك سنة خمس ثمانين وسبعماية,21,,10.0,785,"['الحادي', 'والعشرين', 'من', 'شوال', 'المبارك', 'سنة', 'خمس', 'ثمانين', 'وسبعماية']",False,False,True,,,785.0,"<re.Match object; span=(0, 56), match=' الحادي والعشرين من شوال المبارك سنة خمس ثمانين و>"
يوم الأربعاء سادس عشرين شعبان المبارك سنة ثلاث وستين وثمانمائة,26,Yawm al-arba'a,8.0,863,"['يوم', 'الاربعاء', 'سادس', 'عشرين', 'شعبان', 'المبارك', 'سنة', 'ثلاث', 'وستين', 'وثمانمائة']",False,False,True,,,863.0,"<re.Match object; span=(0, 63), match=' يوم الاربعاء سادس عشرين شعبان المبارك سنة ثلاث و>"
رابع عشر جماد[ى] آخر سنة سبعة وثلاثين وثمانماية,14,,6.0,837,"['رابع', 'عشر', 'جمادى', 'اخر', 'سنة', 'سبعة', 'وثلاثين', 'وثمانماية']",False,False,False,,End of,,"<re.Match object; span=(0, 23), match=' رابع عشر جمادى اخر سنة'>"
خامس عشر جماد[ى] آخر سنة سبعة وثلاثين وثمانماية,15,,6.0,837,"['خامس', 'عشر', 'جمادى', 'اخر', 'سنة', 'سبعة', 'وثلاثين', 'وثمانماية']",False,False,False,,End of,,"<re.Match object; span=(0, 23), match=' خامس عشر جمادى اخر سنة'>"
 يوم السبت ثالث عشري جماد[ى] أول من شهور سنة سبعة وثلاثين وثمانماية,23,Yawm al-sabt,5.0,837,"['يوم', 'السبت', 'ثالث', 'عشري', 'جمادى', 'اول', 'من', 'شهور', 'سنة', 'سبعة', 'وثلاثين', 'وثمانماية']",False,False,False,,,,"<re.Match object; span=(0, 42), match=' يوم السبت ثالث عشري جمادى اول من شهور سنة'>"
يوم السبت حادي عشر ربيع الآخرة عام ألف,11,Yawm al-sabt,4.0,1000,"['يوم', 'السبت', 'حادي', 'عشر', 'ربيع', 'الاخرة', 'عام', 'الف']",False,False,False,,,,"<re.Match object; span=(0, 35), match=' يوم السبت حادي عشر ربيع الاخرة عام'>"
سلخ رجب أشهر تاريخه,25- 30,,7.0,,"['سلخ', 'رجب', 'اشهر', 'تاريخه']",False,False,False,,,,
خمس وثلاثين وستمية,,,5.0,635,"['خمس', 'وثلاثين', 'وستمية']",False,False,False,,,,
 يوم الاحد يوم عرفة عشر [شهر] الله سنة كتبه من سنة خمس وست ماية,10,Yawm al-ahad,12.0,605,"['يوم', 'الاحد', 'يوم', 'عرفة', 'عشر', 'شهر', 'الله', 'سنة', 'كتبه', 'من', 'سنة', 'خمس', 'وست', 'ماية']",False,False,False,,,,"<re.Match object; span=(0, 36), match=' يوم الاحد يوم عرفة عشر شهر الله سنة'>"
خمس وست ماية,9,,12.0,605,"['خمس', 'وست', 'ماية']",False,False,False,,,,
ضحى ثاني عيد الأضحى سنة ثمان وستماية,11,,12.0,608,"['ضحى', 'ثاني', 'عيد', 'الاضحى', 'سنة', 'ثمان', 'وستماية']",False,False,True,,,608.0,"<re.Match object; span=(0, 37), match=' ضحى ثاني عيد الاضحى سنة ثمان وستماية'>"
ذي القعدة لعام تسعة وعشرين وستمائة,,,11.0,629,"['ذي', 'القعدة', 'لعام', 'تسعة', 'وعشرين', 'وستمائة']",False,False,False,,,,
يوم الخميس ثاني رمضان المبارك سنة ست وعشرين وسبع مائة,2,Yawm al-khamis,9.0,726,"['يوم', 'الخميس', 'ثاني', 'رمضان', 'المبارك', 'سنة', 'ست', 'وعشرين', 'وسبع', 'مائة']",False,False,True,,,726.0,"<re.Match object; span=(0, 54), match=' يوم الخميس ثاني رمضان المبارك سنة ست وعشرين وسبع>"
يوم الجمعة لثلاث بقين من شهر ربيع مولد النبي صلى الله عليه وسلم سنة خمس وتسعين وستمائة,27,Yawm al-juma,3.0,695,"['يوم', 'الجمعة', 'لثلاث', 'بقين', 'من', 'شهر', 'ربيع', 'مولد', 'النبي', 'صلى', 'الله', 'عليه', 'وسلم', 'سنة', 'خمس', 'وتسعين', 'وستمائة']",False,False,True,,,695.0,"<re.Match object; span=(0, 87), match=' يوم الجمعة لثلاث بقين من شهر ربيع مولد النبي صلى>"
يوم السبت الرابع والعشرين من شهر جمادى الأولى خمس وثلاثين وسبعماية,24,Yawm al-sabt,5.0,735,"['يوم', 'السبت', 'الرابع', 'والعشرين', 'من', 'شهر', 'جمادى', 'الاولى', 'خمس', 'وثلاثين', 'وسبعماية']",False,False,False,,,,
سبع عشرة وخمس مائة,,,,517,"['سبع', 'عشرة', 'وخمس', 'مائة']",False,False,False,,,,
يوم الجمعة ثالث شعبان المبارك سنة خمس وسبع مائة,3,Yawm al-juma,8.0,705,"['يوم', 'الجمعة', 'ثالث', 'شعبان', 'المبارك', 'سنة', 'خمس', 'وسبع', 'مائة']",False,False,True,,,705.0,"<re.Match object; span=(0, 48), match=' يوم الجمعة ثالث شعبان المبارك سنة خمس وسبع مائة'>"
ثلاث وأربعين وستمائة,,,,643,"['ثلاث', 'واربعين', 'وستمائة']",False,False,False,,,,
يوم الأربعاء يوم عرفة المبارك سنة خمس وسبعمئة,9,Yawm al-arba'a,12.0,705,"['يوم', 'الاربعاء', 'يوم', 'عرفة', 'المبارك', 'سنة', 'خمس', 'وسبعمئة']",False,False,True,,,705.0,"<re.Match object; span=(0, 46), match=' يوم الاربعاء يوم عرفة المبارك سنة خمس وسبعمئة'>"
 يوم عيد الفطر سنة ثمان وسبعين وستمئة,1,,10.0,678,"['يوم', 'عيد', 'الفطر', 'سنة', 'ثمان', 'وسبعين', 'وستمئة']",False,False,True,,,678.0,"<re.Match object; span=(0, 37), match=' يوم عيد الفطر سنة ثمان وسبعين وستمئة'>"
ذي القعدة من السنة,,,11.0,678,"['ذي', 'القعدة', 'من', 'السنة']",False,False,False,,,,
يوم الجمعة ثالث جمادى الثاني سنة سبع وثلاثين وثماني مائة,3,Yawm al-juma,6.0,837,"['يوم', 'الجمعة', 'ثالث', 'جمادى', 'الثاني', 'سنة', 'سبع', 'وثلاثين', 'وثماني', 'مائة']",False,False,True,2.0,,837.0,"<re.Match object; span=(0, 57), match=' يوم الجمعة ثالث جمادى الثاني سنة سبع وثلاثين وثم>"
يوم الأحد خامس وعشرين محرم الميمون سنة تسع وستين وستمائة,25,Yawm al-ahad,1.0,669,"['يوم', 'الاحد', 'خامس', 'وعشرين', 'محرم', 'الميمون', 'سنة', 'تسع', 'وستين', 'وستمائة']",False,False,True,,,669.0,"<re.Match object; span=(0, 57), match=' يوم الاحد خامس وعشرين محرم الميمون سنة تسع وستين>"
في العشر الأواخر من جمادى الآخر [...] وستمائة,21- 30,,6.0,600- 603؟,"['في', 'العشر', 'الاواخر', 'من', 'جمادى', 'الاخر', '.', '.', '.', 'وستمائة']",False,False,False,,,,
ي ست وخمسين وخمسماية,,,,556,"['ي', 'ست', 'وخمسين', 'وخمسماية']",False,False,False,,,,
في بعض شهور سنتي سبع وثمان وثلاثين وخمسمائة,,,,537- 538,"['في', 'بعض', 'شهور', 'سنتي', 'سبع', 'وثمان', 'وثلاثين', 'وخمسمائة']",False,False,False,,,,
ثمان وثمانين خمس ماية,,,,588,"['ثمان', 'وثمانين', 'خمس', 'ماية']",False,False,False,,,,
الخامس عشر من جمادى الآخرة [.......................وخمسماية,15,,6.0,590- 599؟,"['الخامس', 'عشر', 'من', 'جمادى', 'الاخرة', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', '.', 'وخمسماية']",False,False,False,,,,
 يوم الخميس سادس عشر شهر رمضان المعظم قدره من شهور سنة خمس وستين وثماني ماية,16,Yawm al-khamis,9.0,865,"['يوم', 'الخميس', 'سادس', 'عشر', 'شهر', 'رمضان', 'المعظم', 'قدره', 'من', 'شهور', 'سنة', 'خمس', 'وستين', 'وثماني', 'ماية']",False,False,True,,,865.0,"<re.Match object; span=(0, 76), match=' يوم الخميس سادس عشر شهر رمضان المعظم قدره من شهو>"
يوم الاثنين السادس من شهر ذي الحجة الحرام بحرم القدس الشريف سنة تسع وسبعين وسبعمئة,6,Yawm al-ithnayn,12.0,779,"['يوم', 'الاثنين', 'السادس', 'من', 'شهر', 'ذي', 'الحجة', 'الحرام', 'بحرم', 'القدس', 'الشريف', 'سنة', 'تسع', 'وسبعين', 'وسبعمئة']",False,False,True,,,779.0,"<re.Match object; span=(0, 83), match=' يوم الاثنين السادس من شهر ذي الحجة الحرام بحرم ا>"
سادس ذي الحجة الحرام سنة اثنتين وسبعين وثماني مائة,6,,12.0,872,"['سادس', 'ذي', 'الحجة', 'الحرام', 'سنة', 'اثنتين', 'وسبعين', 'وثماني', 'مائة']",False,False,True,,,872.0,"<re.Match object; span=(0, 51), match=' سادس ذي الحجة الحرام سنة اثنتين وسبعين وثماني ما>"
يوم الثلاثاء ثالث شعبان إحدى وسبعين وسبعماية,3,Yawm al-thalatha,8.0,771,"['يوم', 'الثلاثاء', 'ثالث', 'شعبان', 'احدى', 'وسبعين', 'وسبعماية']",False,False,False,,,,
الثاني والعشرين من شهر رمضان لسنة ثلا[ثين] وتسعماية,22,,9.0,930,"['الثاني', 'والعشرين', 'من', 'شهر', 'رمضان', 'لسنة', 'ثلاثين', 'وتسعماية']",False,False,False,,,,
يوم الجمعة سادس شهر رمضان المعظم قدره سنة ثمان وستين وثمان ماية,6,Yawm al-juma,9.0,868,"['يوم', 'الجمعة', 'سادس', 'شهر', 'رمضان', 'المعظم', 'قدره', 'سنة', 'ثمان', 'وستين', 'وثمان', 'ماية']",False,False,True,,,868.0,"<re.Match object; span=(0, 64), match=' يوم الجمعة سادس شهر رمضان المعظم قدره سنة ثمان و>"
يوم السبت حادي عشري محرم الحرام سنة سبع عشرة وتسع ماية,21,Yawm al-sabt,1.0,917,"['يوم', 'السبت', 'حادي', 'عشري', 'محرم', 'الحرام', 'سنة', 'سبع', 'عشرة', 'وتسع', 'ماية']",False,False,True,,,917.0,"<re.Match object; span=(0, 55), match=' يوم السبت حادي عشري محرم الحرام سنة سبع عشرة وتس>"
 ذلك في يوم الجمعة ثالث شوال المبارك,3,Yawm al-juma,10.0,868,"['ذلك', 'في', 'يوم', 'الجمعة', 'ثالث', 'شوال', 'المبارك']",False,False,False,,,,
يوم السبت سابع عشر شهر رجب,17,Yawm al-sabt,7.0,؟,"['يوم', 'السبت', 'سابع', 'عشر', 'شهر', 'رجب']",False,False,False,,,,
السابع من ربيع الأول وهو يوم الجمعة من سنة اثنتين وثمانين وسبعمئة,7,Yawm al-juma,3.0,782,"['السابع', 'من', 'ربيع', 'الاول', 'وهو', 'يوم', 'الجمعة', 'من', 'سنة', 'اثنتين', 'وثمانين', 'وسبعمئة']",False,False,True,,,782.0,"<re.Match object; span=(0, 66), match=' السابع من ربيع الاول وهو يوم الجمعة من سنة اثنتي>"
يوم السبت سلخ رجب الحرام من سنة ثمان وثمانين وتسع مائة,27- 30,Yawm al-sabt,7.0,988,"['يوم', 'السبت', 'سلخ', 'رجب', 'الحرام', 'من', 'سنة', 'ثمان', 'وثمانين', 'وتسع', 'مائة']",,False,True,,,988.0,"<re.Match object; span=(0, 55), match=' يوم السبت سلخ رجب الحرام من سنة ثمان وثمانين وتس>"
في أواخر شهر رجب وأوائل شهر شعبان المكرم كلاهما من شهور سنة أربع وثلاثين وثمان مائة,1-5,,8.0,834,"['في', 'اواخر', 'شهر', 'رجب', 'واوائل', 'شهر', 'شعبان', 'المكرم', 'كلاهما', 'من', 'شهور', 'سنة', 'اربع', 'وثلاثين', 'وثمان', 'مائة']",,False,True,,,834.0,"<re.Match object; span=(0, 84), match=' في اواخر شهر رجب واوائل شهر شعبان المكرم كلاهما >"
سادس شهر شعبان المعظم سنة ثلاث وستين وثماني مائة,6,,8.0,863,"['سادس', 'شهر', 'شعبان', 'المعظم', 'سنة', 'ثلاث', 'وستين', 'وثماني', 'مائة']",False,False,True,,,863.0,"<re.Match object; span=(0, 49), match=' سادس شهر شعبان المعظم سنة ثلاث وستين وثماني مائة>"
يوم الأحد ثامن جمادى من سنة ست عشر وثمان مائة,8,Yawm al-ahad,5.0,816,"['يوم', 'الاحد', 'ثامن', 'جمادى', 'من', 'سنة', 'ست', 'عشر', 'وثمان', 'مائة']",False,False,True,,,816.0,"<re.Match object; span=(0, 46), match=' يوم الاحد ثامن جمادى من سنة ست عشر وثمان مائة'>"
في يوم الثلاثاء ثامن رمضان المبارك سنة اثنتين وستمائة,8,Yawm al-thalatha,9.0,602,"['في', 'يوم', 'الثلاثاء', 'ثامن', 'رمضان', 'المبارك', 'سنة', 'اثنتين', 'وستمائة']",False,False,True,,,602.0,"<re.Match object; span=(0, 54), match=' في يوم الثلاثاء ثامن رمضان المبارك سنة اثنتين وس>"
يوم الأحد سادس شهر رمضان المبارك سنة اثنتين وستمائة,6,Yawm al-ahad,9.0,602,"['يوم', 'الاحد', 'سادس', 'شهر', 'رمضان', 'المبارك', 'سنة', 'اثنتين', 'وستمائة']",False,False,True,,,602.0,"<re.Match object; span=(0, 52), match=' يوم الاحد سادس شهر رمضان المبارك سنة اثنتين وستم>"
في ذي الحجة سنة ثلاث وستمائة,,,,603,"['في', 'ذي', 'الحجة', 'سنة', 'ثلاث', 'وستمائة']",True,False,True,,12,603.0,"<re.Match object; span=(0, 29), match=' في ذي الحجة سنة ثلاث وستمائة'>"
في يوم الخميس عاشر رمضان المبارك سنة اثنتين وستمائة,10,Yawm al-khamis,9.0,602,"['في', 'يوم', 'الخميس', 'عاشر', 'رمضان', 'المبارك', 'سنة', 'اثنتين', 'وستمائة']",False,False,True,,,602.0,"<re.Match object; span=(0, 52), match=' في يوم الخميس عاشر رمضان المبارك سنة اثنتين وستم>"
في يوم الأربعاء تاسع شهر رمضان المبارك سنة اثنتين وستمائة,9,Yawm al-arba'a,9.0,602,"['في', 'يوم', 'الاربعاء', 'تاسع', 'شهر', 'رمضان', 'المبارك', 'سنة', 'اثنتين', 'وستمائة']",False,False,True,,,602.0,"<re.Match object; span=(0, 58), match=' في يوم الاربعاء تاسع شهر رمضان المبارك سنة اثنتي>"
يوم الخميس التاسع والعشرين من ربيع الثاني وهو ختامه من شهور سنة إحدى وسبعين ومائتين وألف,29,,4.0,1271,"['يوم', 'الخميس', 'التاسع', 'والعشرين', 'من', 'ربيع', 'الثاني', 'وهو', 'ختامه', 'من', 'شهور', 'سنة', 'احدى', 'وسبعين', 'ومائتين', 'والف']",False,False,False,,,271.0,"<re.Match object; span=(0, 84), match=' يوم الخميس التاسع والعشرين من ربيع الثاني وهو خت>"
في اليوم الخامس عشر من شهر الله المحرم الحرام من شهور سنة خمسين وثمانمائة,15,,1.0,850,"['في', 'اليوم', 'الخامس', 'عشر', 'من', 'شهر', 'الله', 'المحرم', 'الحرام', 'من', 'شهور', 'سنة', 'خمسين', 'وثمانمائة']",False,False,True,,,850.0,"<re.Match object; span=(0, 74), match=' في اليوم الخامس عشر من شهر الله المحرم الحرام من>"
اثنتي عشرة وستمائة.,,,,612,"['اثنتي', 'عشرة', 'وستمائة', '.']",False,False,False,,,,
في مستهل رجب المبارك يوم الثلاثاء سنة اثنتين و ستين وستمائة,1-3,,7.0,662,"['في', 'مستهل', 'رجب', 'المبارك', 'يوم', 'الثلاثاء', 'سنة', 'اثنتين', 'و', 'ستين', 'وستمائة']",,False,False,,,2.0,"<re.Match object; span=(0, 45), match=' في مستهل رجب المبارك يوم الثلاثاء سنة اثنتين'>"
 ، وذلك يوم الاثنين خامس وعشرين جمادي الآخر سنة ثمان وسبعين ,25,Yawm al-ithnayn,6.0,78,"['،', 'وذلك', 'يوم', 'الاثنين', 'خامس', 'وعشرين', 'جمادي', 'الاخر', 'سنة', 'ثمان', 'وسبعين']",False,False,True,,End of,78.0,"<re.Match object; span=(2, 59), match=' وذلك يوم الاثنين خامس وعشرين جمادي الاخر سنة ثما>"
ر، وذلك يوم السبت سلخ جمادي الآخر سنة ثمان وسبعين ,27- 30,Yawm al-sabt,6.0,578,"['ر', '،', 'وذلك', 'يوم', 'السبت', 'سلخ', 'جمادي', 'الاخر', 'سنة', 'ثمان', 'وسبعين']",,False,False,,End of,78.0,"<re.Match object; span=(4, 51), match=' وذلك يوم السبت سلخ جمادي الاخر سنة ثمان وسبعين'>"
ذي الحجة من سنة ثمان وسبعين وخمسمائة,,,11.0,578,"['ذي', 'الحجة', 'من', 'سنة', 'ثمان', 'وسبعين', 'وخمسمائة']",True,False,True,,12,578.0,"<re.Match object; span=(0, 37), match=' ذي الحجة من سنة ثمان وسبعين وخمسمائة'>"
في يوم الثلاثاء خامس عشر ذي القعدة الحرام سنة سبع وأربعين وسبعمائة,15,Yawm al-thalatha,11.0,747,"['في', 'يوم', 'الثلاثاء', 'خامس', 'عشر', 'ذي', 'القعدة', 'الحرام', 'سنة', 'سبع', 'واربعين', 'وسبعمائة']",False,False,True,,,747.0,"<re.Match object; span=(0, 67), match=' في يوم الثلاثاء خامس عشر ذي القعدة الحرام سنة سب>"
يوم الثلاثاء ثامن عشر ذي حجة [كذا] سنة تسع وستين وستمائة,18,Yawm al-thalatha,12.0,669,"['يوم', 'الثلاثاء', 'ثامن', 'عشر', 'ذي', 'حجة', 'كذا', 'سنة', 'تسع', 'وستين', 'وستمائة']",False,False,True,,,669.0,"<re.Match object; span=(0, 55), match=' يوم الثلاثاء ثامن عشر ذي حجة كذا سنة تسع وستين و>"
العشرين من جمادى الآخرة سنة إحدى وسبعين وخمس مائة,20,,5.0,571,"['العشرين', 'من', 'جمادى', 'الاخرة', 'سنة', 'احدى', 'وسبعين', 'وخمس', 'مائة']",True,False,True,20.0,6,571.0,"<re.Match object; span=(0, 50), match=' العشرين من جمادى الاخرة سنة احدى وسبعين وخمس مائ>"
 في شوال تسع عشرة وخمس مائة,,,10.0,519,"['في', 'شوال', 'تسع', 'عشرة', 'وخمس', 'مائة']",False,False,False,,,,
جمادى الآخر من سنة إحدى وثلاثين وخمس مائة,,,5.0,531,"['جمادى', 'الاخر', 'من', 'سنة', 'احدى', 'وثلاثين', 'وخمس', 'مائة']",True,False,True,,6,531.0,"<re.Match object; span=(0, 42), match=' جمادى الاخر من سنة احدى وثلاثين وخمس مائة'>"
ليلة الخميس المسفر صباحها عن حادي عشر ربيع الأول سبع وثمانين وثمانمائة,11,Yawm al-khamis,3.0,887,"['ليلة', 'الخميس', 'المسفر', 'صباحها', 'عن', 'حادي', 'عشر', 'ربيع', 'الاول', 'سبع', 'وثمانين', 'وثمانمائة']",False,False,False,,,,
يوم الاثنين خامس عشر شعبان المبارك سنة خمس وخمسين وستمائة,15,Yawm al-ithnayn,8.0,655,"['يوم', 'الاثنين', 'خامس', 'عشر', 'شعبان', 'المبارك', 'سنة', 'خمس', 'وخمسين', 'وستمائة']",False,False,True,,,655.0,"<re.Match object; span=(0, 58), match=' يوم الاثنين خامس عشر شعبان المبارك سنة خمس وخمسي>"
الأحد يوم عيد النحر سنة خمس وثمانين وستمئة,10,Yawm al-ahad,12.0,685,"['الاحد', 'يوم', 'عيد', 'النحر', 'سنة', 'خمس', 'وثمانين', 'وستمئة']",False,False,True,,,685.0,"<re.Match object; span=(0, 43), match=' الاحد يوم عيد النحر سنة خمس وثمانين وستمئة'>"
... وستمائة ,,,,[686؟],"['.', '.', '.', 'وستمائة']",False,False,False,,,,
يوم الإثنين تاسع شعبان ... سنة ست وأربعين وسبعمائة,9,Yawm al-ithnayn,8.0,746,"['يوم', 'الاثنين', 'تاسع', 'شعبان', '.', '.', '.', 'سنة', 'ست', 'واربعين', 'وسبعمائة']",False,False,True,,,746.0,"<re.Match object; span=(29, 53), match=' سنة ست واربعين وسبعمائة'>"
 المحرم افتتاح شهور سنة ست وتسعين [وثمانمائة],1- 3,,1.0,890,"['المحرم', 'افتتاح', 'شهور', 'سنة', 'ست', 'وتسعين', 'وثمانمائة']",,False,False,,,896.0,"<re.Match object; span=(0, 43), match=' المحرم افتتاح شهور سنة ست وتسعين وثمانمائة'>"
سلخ سنة اثنتين وتسعين وأربعماية,27- 30,,12.0,492,"['سلخ', 'سنة', 'اثنتين', 'وتسعين', 'واربعماية']",,False,True,,,492.0,"<re.Match object; span=(0, 32), match=' سلخ سنة اثنتين وتسعين واربعماية'>"
ربيع الآخرة من سنة أربع وستين وخمسمائة,,,4.0,564,"['ربيع', 'الاخرة', 'من', 'سنة', 'اربع', 'وستين', 'وخمسمائة']",True,False,True,,,564.0,"<re.Match object; span=(0, 39), match=' ربيع الاخرة من سنة اربع وستين وخمسمائة'>"
في شهر ربيع الأول من سنة سبع وستين وأربع مائة,,,4.0,467,"['في', 'شهر', 'ربيع', 'الاول', 'من', 'سنة', 'سبع', 'وستين', 'واربع', 'مائة']",True,False,True,,3,467.0,"<re.Match object; span=(0, 46), match=' في شهر ربيع الاول من سنة سبع وستين واربع مائة'>"
في اليوم المبارك خامس عشر شوال المكرم سنة ثمانين وثمانمائة,15,,10.0,880,"['في', 'اليوم', 'المبارك', 'خامس', 'عشر', 'شوال', 'المكرم', 'سنة', 'ثمانين', 'وثمانمائة']",False,False,True,,,880.0,"<re.Match object; span=(0, 59), match=' في اليوم المبارك خامس عشر شوال المكرم سنة ثمانين>"
ذي [...] [سبع وسبعين] وأربعمائة,,,,477,"['ذي', '.', '.', '.', 'سبع', 'وسبعين', 'واربعمائة']",False,False,False,,,,
