year,month,month_str,day,category,match,place
60.0,,,,birth, ابي عذيبة فقال الخواصي المقدسي الشيخ الامام العالم المسند برهان الدين سبط الحافظ علاء الدين المقدسي مدرس الصلاحية مولده سنة ستين,
21.0,,,,samia, وسمع على والده وبكر به فاسمعه من اعيان الحفاظ وكان رجلا جيدا خيرا صالحا يتكسب بالشهادة الى ان توفي سنة احدى وعشرين,
80.0,9,رمضان,2.0,death, بن محمد بن احمد بن ابي عريان التونسي شيخ الكتبة في قطره مات بمكة بعيد المغرب من ليلة الاحد ثاني رمضان سنة ثمانين,
744.0,9,رمضان,,birth, ولد في رمضان سنة اربع واربعين وسبعمائة,
10.0,3,ربيع الاول,,death, في القضاء مدة ودرس وافتى وولي افتاء دار العدل وكان جريئا مقداما ثم ترك الاشتغال باخره وافتقر ومات في ربيع الاول سنة عشر,
751.0,5,جمادى الاولى,,birth, ولد في جمادى الاولى سنة احدى وخمسين وسبعمائة بمكة,مكة
29.0,2,صفر,11.0,death, لا يخرج الا للجمعة ويتكسب بعمل اوراق العمر اخذ عنه ابن فهد وقال انه مات في ضحى يوم الثلاثاء حادي عشر صفر سنة تسع وعشرين بمكة,مكة
779.0,,,,birth, ولد في سنة تسع وسبعين وسبعمائة بالمدينة,المدينة
51.0,7,رجب,2.0,death, مات في ثاني رجب سنة احدى وخمسين بالمدينة,المدينة
849.0,1,محرم,12.0,birth, ولد في ثاني عشري المحرم سنة تسع واربعين وثمانمائة بالمدينة,المدينة
788.0,,,,birth, ولد سنة ثمان وثمانين وسبعمائة,
33.0,,,,death, ومات في سنة ثلاث وثلاثين,
857.0,,,,birth, ولد تقريبا سنة سبع وخمسين وثمانمائة,
,,,,, بن احمد بن محمد الحتاتي بضم المهملة ومثناتين ابو احمد التاجر الاتي عام,
87.0,3,ربيع الاول,,death, مات في ربيع الاول سنة سبع وثمانين,
777.0,9,رمضان,17.0,birth, من عمل صفد وباعون قرية صغيرة من قرى حوران بالقرب من عجلون ولد كما اخبرني به في ليلة الجمعة سابع عشري رمضان سنة سبع وسبعين وسبعمائة بصفد,صفد
804.0,,,,, بها عن الشرف الغزي وغيره ولازم النور الابياري حتى حمل عنه علوم الاداب وغيرها ودخل مصر اظنه قريبا من سنة اربع وثمانمائة,
,,,,, فاخذ عن السراج البلقيني ولازمه سنة,
12.0,,,,, وباشر نيابة الحكم عن ابيه والخطابة بجامع بني امية ومشيخة الشيوخ بالسميساطية ونظر الحرمين برغبة ابيه له عنها في سنة اثنتي عشرة,
70.0,3,ربيع الاول,14.0,death, مات في يوم الخميس رابع عشري ربيع الاول سنة سبعين بمنزله,منزله
833.0,,,,, قاضي الجماعة الجمال ابي المحاسن الدمشقي الحنفي ويعرف بابن القطب رايته فيمن اثبته ابن ناصر الدين في السامعين منه سنة ثلاث وثلاثين وثمانمائة,
96.0,,,,, للقضاء الاكبر فاستنكر ما طلب منه وصرح بالعجز عنه فضيق عليه بقلعة بلده اشهرا الى ان اذعن وذلك في سنة ست وتسعين,
88.0,4,ربيع الثاني,,, ظنا عوضا عن المحب ابن القصيه وكان قدم القاهرة مطلوبا في ربيع الثاني سنة ثمان وثمانين بسبب,سبب
98.0,6,جمادى الثانية,,death, تركة كان وصيا فيها فاخذ عنه بعض الطلبة ثم قدم ايضا مطلوبا فمات في جمادى الثانية سنة ثمان وتسعين,
93.0,3,ربيع الاول,,samia, بن احمد بن يوسف القدسي الاصل ثم الدمشقي التاجر ممن سمع مني بمكة في ربيع الاول سنة ثلاث وتسعين,
792.0,,,,birth, الدين الغزي الاصل الحلبي الشافعي نزيل المدرسة الشرفية بحلب والاتي ابوه ويعرف بابن الضعيف بالتصغير والتثقيل ولد في حدود سنة اثنتين وتسعين وسبعمائة,
81.0,,,,death, مات سنة احدى وثمانين,
52.0,,,,death, محمد بن علي بن محمد ابن علي بن الازرق وتلا عليه لابن كثير وقال له انه مات تقريبا بمالقة سنة اثنتين وخمسين,
67.0,,,,death, الفقه والاصلين والنحو والمنطق ابو عبد الله بن الازرق بحيث كان جل انتفاعه به وقال الى انه مات بغرناطة سنة سبع وستين,
792.0,7,رجب,,birth, بن محمد برهان الدين ابو اسحاق ابن ابي الفدا العينوسي نسبة لقرية من نابلس المقدسي الحنفي الكتبي ولد في رجب سنة اثنتين وتسعين وسبعمائة ببيت,بيت
64.0,1,محرم,10.0,death, قال له وما هي الجسبلة فقال كثرة العيال كما ذكره الثعالبي في فقه اللغة فوصله مات في يوم الجمعة عشري المحرم سنة اربع وستين,
763.0,,,,samia, بن اسماعيل بن ابراهيم بن غنيم برهان الدين بن عماد الدين البعلي سمع في سنة ثلاث وستين وسبعمائة,
3.0,9,رمضان,,death, مات في رمضان سنة ثلاث,
31.0,,,,death, بن اسماعيل الجبرتي مات سنة احدى وثلاثين,
21.0,3,ربيع الاول,,death, المغني كان مقربا عند المؤيد شيخ ابي النفس اليه المنتهى في جودة الضرب بالعود مات في ليلة الجمعة مستهل ربيع الاول سنة احدى وعشرين ببستان,بستان
9.0,4,ربيع الثاني,7.0,death, بهما الى اسكندرية ورتب لهما في كل يوم للنفقة خمسة الاف ولم يلبث ان مات كل منهما في ليلة سابع ربيع الثاني سنة تسع,
97.0,,,,, على اخيه وانضم اليه جماعة توجه بهم الى جازان فلم يوافق من صاحبهما واصلح بينهما فيما بلغني وهو الان سنة سبع وتسعين,
766.0,11,ذي القعدة,7.0,birth, بن بركة سعد الدين القبطي المصري الوزير ويعرف بالبشيري ولد في ليلة سابع ذي القعدة سنة ست وستين وسبعمائة,
16.0,,,,, الدين التتري واعتمد عليه في امر الوزارة ثم استقل بالوزارة بعده الى ان قبض عليه في الدولة المؤيدية في سنة ست عشرة,
18.0,2,صفر,14.0,death, فلزم منزله حتى مات في ليلة الاربعاء رابع عشر صفر سنة ثماني عشرة,
1.0,,,,, عليه مرارا الرجوع فابى بل اصر على ردته ولم يبد سببا لذلك فضربت عنقه بباب القلة من القلعة في سنة احدى بحضرة,حضرة
73.0,2,صفر,,death, الدين ولي بعد ابيه وكان نائب صفر حجوبية الحجاب بدمشق وداره من اجل بيوتها ومات مقتولا في تجريدة سوار سنة ثلاث وسبعين,
94.0,,,,samia, بامور دنياه عاريا عن فضيلة وسياتي له ذكر في ابيه وله ولد اسمه ابو بكر سمع على بمكة في سنة اربع وتسعين,
94.0,,,,, يحيى رفيقا لقريبه ثم اخذ عن يحيى رواية واقرا الفقه في حياة يحيى ثم بعده وحج وزار وهو الان سنة اربع وتسعين,
59.0,7,رجب,12.0,death, في هذا اختلاطه فلم اقرا عليه لذلك شيئا ولكن استجزته في استدعاء الولد فاجاز ومات بعد ذلك بنحو شهر في ثاني عشر رجب سنة تسع وخمسين,
60.0,10,شوال,13.0,death, بن ابي بكر بن عبد الله برهان الدين القاهري الحنفي احد مشايخ الزوار بالقرافتين مات في يوم الجمعة ثالث عشر شوال سنة ستين,
10.0,,,,death, بن ابي بكر بن محمد بن علي بن عمر بن اسماعيل العزيزي اليماني مات سنة عشر,
95.0,9,رمضان,,death, مات في رمضان سنة خمس وتسعين,
24.0,,,,, ابي بكر المسمى محمد بن محمد بن محمد علي الخوافي الشهير والده كما سياتي قدم معه الى القاهرة في سنة اربع وعشرين,
854.0,6,جمادى الاخرة,,birth, ولد في جمادى الاخرة سنة اربع وخمسين وثمانمائة بمكة,مكة
59.0,7,رجب,,death, له جماعة بل احضر بقراءتي على ابي الفتح المراغي وكذا احضر على جده ومات بها قبل ان يتميز في رجب سنة تسع وخمسين,
,,,20.0,, الفرائض والحساب وكان بارعا في ذلك اخذه عن الكلائي صاحب المجموع الشهير وانتفع به الناس وكانت مجاورته بها نحو عشرين سنة,
2.0,1,محرم,,, متوالية الا انه تردد في بعض السنين لمصر طلبا للرزق وادركه اجله بها اثر قدومه لها في ثالث عشرى المحرم سنة اثنتين,
93.0,,,,, ممن ولي بعد ابيه في سنة ثلاث وتسعين,
804.0,,,,birth, ولد في سنة اربع وثمانمائة,
59.0,11,ذي القعدة,8.0,, ات في اخر يوم الاثنين ثامن ذي القعدة سنة تسع وخمسين بمكة,مكة
14.0,1,محرم,,death, رسالته وقد حج عشرين حجة فبقي في كل مرة يحصل به للناس النفع الزائد ومات راجعا من الحج في المحرم سنة اربع عشرة,
797.0,,,,death, الترجمة بانه ابن الشيخ ابي بكر الموصلي فان يكن كذلك فهو ابن عبد الله وقد مات يعني الاب في سنة سبع وتسعين وسبعمائة,
50.0,,,,death, بن ثابت نزيل بجاية مات سنة خمسين,
57.0,,,,, بن جابر بن موسى الزواوي ارخه ابن عزم سنة سبع وخمسين,
67.0,,,,death, مات سنة سبع وستين,
3.0,,,,ijaza, يذم تركيبه وكذا اخذ الفقه وغيره واظن من شيوخه فيه الصدر سليمان الابشيطي فقد رايته شهد عليه في اجازة سنة ثلاث,
34.0,,,,qaraa, وقرا على شيخنا في شرح النخبة ولازمه في دروسه واسماعه وكان شيخنا يقدمه على رفيقه القاياتي بحيث اجلسه في سنة اربع وثلاثين بالقلعة,القلعة
22.0,,,,qaraa, عند الشهاب المسطيهي بل اقرا العضد في صباه في حياة شيخيه قرا عليه بعض طلبتها وهو الزين الاشمومي المتوفي سنة اثنتين وعشرين,
36.0,3,ربيع الاول,17.0,death, مات بعد مرض طويل في سابع عشري ربيع الاول سنة ست وثلاثين,
725.0,,,,birth, ابراهيم بن قاسم الشريف المعمر ابو اسحاق الحسني الطرابلسي الاصل نزيل الخليل وربيب سليمان بن جبريل ذكر ان مولده سنة خمس وعشرين وسبعمائة,
25.0,,,,birth, من معجمه ولم يظهر لذلك اي سماعه من الميدومي صحة ثم ادعى ان الحجار اجاز له وانه ولد في سنة خمس وعشرين,
32.0,4,ربيع الاخر,,death, ومات في ربيع الاخر سنة اثنتين وثلاثين,
36.0,,,,samia, كان صادقا الضاهي الحجار في مجاوزة المائة وزاد عليه فيما بين وقت تحمله وادائه فان الحجار اقدم شيء سمعه سنة ست وثلاثين,
30.0,,,,death, ومات سنة ثلاثين,
30.0,,,,ijaza, وهذا ان كان الحجار اجاز له فتكون سنة ثلاثين,
22.0,,,,birth, ابو حسين واشار شيخنا في القسم الاول من معجمه ايضا للطعن عليه باختصار ولكنه قال انه رغم انه ولد سنة اثنتين وعشرين,
29.0,,,,ijaza, وزاد اجاز لنا في سنة تسع وعشرين,
97.0,5,جمادى الاول,,death, حسن بن ابراهيم بن حسن بن عليبة الاتي جده قريبا وابوه وشقيقه على امهما صيبه لابيه ماتا بالطاعون في جمادى الاول سنة سبع وتسعين,
750.0,,,,birth, العرابي بفتح اوله وتشديد ثانيه ورايته بخطه بكسر ثم تخفيف نسبه لقرية من ضواحي صفد المقدسي الشافعي ولد في سنة خمسين وسبعمائة,
41.0,7,رجب,,death, مات في رجب ظنا سنة احدى واربعين بالقدس,القدس
805.0,,,,birth, ولد في سنة خمس وثمانمائة بالرها,الرها
95.0,,,,samia, القضاء عن حفيده ابي البقاء ثم اعرض عنها ولزم الشهادة وحدث سمع عليه الشريف بن ابي المنصور وهو في سنة خمس وتسعين,
55.0,12,ذي الحجة,4.0,death, مات في رابع ذي الحجة سنة خمس وخمسين بثغر,ثغر
812.0,,,,birth, بن حسن بن علي الجراحي ثم القاهري الشافعي نزيل سعيد السعداء واحد صوفيتها ولد فيما ذكره لي سنة اثنتي عشرة وثمانمائة,
774.0,5,جمادى الاولى,,birth, بن الحسن بن فرح بن سعد كمال الدين الحلبي الشافعي الموقع بالدست ويعرف بابن الحطب بفتح المهملتين ولد منتصف جمادى الاولى سنة اربع وسبعين وسبعمائة,
40.0,,,,death, مات واجوز ان يكون ابن فهد والبقاعي راياه او احدهما ثم رايت ثانيهما ذكره وقال انه مات في حدود سنة اربعين,
79.0,,,,death, موته ولم يوافقا على الدخول في شيء من الوظائف بل رجعا بطالين فلم يلبث هذا ان مات وذلك في سنة تسع وسبعين,
75.0,7,رجب,3.0,death, حج غير مرة وجاور وكنت مما استانس بمجالسته ولا زال في ترق من الخيرات والصلاة حتى مات بمكة ليلة الخميس ثالث رجب سنة خمس وسبعين,
69.0,,,,death, مات في سنة تسع وستين بالقاهرة,القاهرة
98.0,,,,, بن حسين بن علي المريني اخو الشهاب الاتي رجل خير تكسب بالترخيم وغيره وتكرر اجتماعه علي حتى بمكة في سنة ثمان وتسعين,
872.0,9,رمضان,17.0,birth, بن محمد بن حبيب البرهان بن البدر السرميني الاصل الحلبي المولد والدار الشافعي ويعرف كسلفه بابن الحلبي مولده في سابع عشري رمضان سنة اثنتين وسبعين وثمانمائة بحلب,حلب
895.0,,,,qaraa, الحديث على جماعة بملاحظة فقيهه عمر التتائي بل قرا على الديمي البخاري وعلى صحيح مسلم ولازمني في غير ذلك سنة خمس وتسعين وثمانمائة,
784.0,,,,birth, بن حسين بن محمد برهان الدين البعلي الشافعي التاجر ويعرف بابن العجمي ولد سنة اربع وثمانين وسبعمائة ببعلبك,بعلبك
77.0,9,رمضان,,birth, معجمي كان ابوه ممن يلي نظر الجامع والديوان وغيرهما ويذكر بالكرم والرياسة فولد له صاحب الترجمة في العشر الاول من رمضان سنة سبع وسبعين بحلب,حلب
49.0,1,محرم,17.0,death, بذلك سمعه منه الفضلاء وولي ببلده نظر الجيش ووكالة بيت المال وعمالة اوقاف الحنفية ومات قريب عصر يوم الاحد سابع عشر المحرم سنة تسع واربعين,
794.0,10,شوال,,birth, ولد في شوال سنة اربع وتسعين وسبعمائة بالقاهرة,القاهرة
,,,,samia, المستمر قال وقد اجاز له شيخنا العراقي وجماعة وسمع الكثير بقراءته وقليلا بقراءة غيره ولازمني كثيرا من نحو اربعين سنة,
,,,,, وكذا كان يرسل اليه بمن يروم السلطان منه اختبار صلاحيته لولاية القضاء ونحوه لعظم وثوقه بنفسه ويعطيه في كل سنة,
52.0,1,محرم,15.0,death, احشائه اللهيب مع ضيق النفس ومات وهو يستغفر الله بعد صلاة العشاء بساعة من الليلة المسفر صباحها يوم الخميس خامس عشر المحرم سنة اثنتين وخمسين,
780.0,,,,birth, بن خلف بن تاج بن صدقة البلبيسي الشافعي النحال ولد قبل سنة ثمانين وسبعمائة ببلبيس,بلبيس
,,,,, ليتنا اجبنا يعيشون كفارا لسكوتهم اولا ويموتون مؤمنين لتمنيهم الاجابة في ثاني الحال ثم حكي ان عابدا عبد الله مائة سنة,
46.0,,,,, في البحور كثير اللحن ولا عجب ان كان النحال لحانا وهذه القطعة من احسن ما نظمه وقد كتبتها عنه سنة ست واربعين ببلبيس,بلبيس
775.0,,,,birth, ولد تقريبا سنة خمس وسبعين وسبعمائة,
90.0,,,,, وقيل سنة تسعين,
805.0,,,,, وبينهما بون كبير والثاني اشبه بالمنصورة وحفظ القران ثم انتقل الى القاهرة في سنة خمس وثمانمائة,
25.0,,,,, الى دمشق وحضر دروس مشايخها كالشمس بن العيار في النحو والشمس الكفيري وغيره في الفقه وزار القدس والخليل وحج سنة خمس وعشرين,
56.0,7,رجب,,death, ومات في رجب سنة ست وخمسين بالقاهرة,القاهرة
829.0,,,,birth, ولد في سنة تسع وعشرين وثمانمائة بسلمون,سلمون
810.0,,,,birth, عمر بن احمد بن خليل بن ابراهيم الفارسكوري الحائك ويعرف بابن النبشاوي بفتح النون والموحدة والمعجمة ولد في اوائل سنة عشر وثمانمائة,
38.0,,,,laqiya, به ثم ارتزق بالحياكة وتعانى النظم فمدح النبي صلى الله عليه وسلم بقصائد عدة ولقيه ابن فهد والبقاعي في سنة ثمان وثلاثين,
,,,30.0,death, ومات في حياته قبل اكمال ثلاثين سنة بمرض,مرض
37.0,3,ربيع الاول,13.0,, السل في ليلة الاربعاء ثالث عشر ربيع الاول سنة سبع وثلاثين بالقاهرة,القاهرة
819.0,,,,birth, ولد سنة تسع عشرة وثمانمائة,
54.0,,,,ijaza, واجاز له ولاخيه في سنة اربع وخمسين,
5.0,9,رمضان,,death, يحب الفقراء ويكثر الضيافة مع فقره وقد ولي في اخر عمره مشيخة الخانقاه النجيبية وسكنها الى ان مات في رمضان سنة خمس,
,,,,, وله ستون سنة,
50.0,1,محرم,,death, برا فقدر انه سقط في رجوعه ايضا ودخل القاهرة مع الركب وهو سالم فلم يلبث ان مات قبل انقضاء المحرم سنة خمسين,
50.0,3,ربيع الاول,,death, امور منكرة احضره السلطان بسببها الى القاهرة فعزر واودع السجن مهددا بالقتل فلم يلبث ان مات بعد اسبوع في ربيع الاول سنة خمسين,
93.0,,,,death, ولما مات ابوه وكان تاجرا متمولا تعب ودخل الاسكندرية مجدا ولم يحصل على طائل بل مات سريعا في اول سنة ثلاث وتسعين,
90.0,,,,, بن سلطان بن احمد البرهان ابو اسحاق الدمشقي قدم القاهرة في اول سنة تسعين,
71.0,7,رجب,,, بن سليمان بن سالم البرهان الفزاري استادار تمرباي الناصري ممن حج مع الرجبية سنة احدى وسبعين,
802.0,3,ربيع,,death, مات في يوم الاثنين رابع عشري ربيع الاول وقال شيخنا في ليلة الجمعة حادي عشريه سنة اثنتين وثمان مائة,
,,,,, ومن لطائفه قوله كان اول خروج تمرلنك في سنة,
773.0,,,,, عذاب يشير الى ان اول ظهوره سنة ثلاث وسبعين وسبعمائة,
838.0,8,شعبان,,, فظهرت له نجابته وعدله فاضاف اليه ما والاها وحسنت سيرته في رعيته ثم بعد مدة ارسل عسكرا الى البصرة في شعبان سنة ثمان وثلاثين وثمان مائة,
