year,month,month_str,day,category,match,place
58.0,,,,ijaza, اخته المحب والشمني ومن المالكية السنباطي ومن الحنابلة العز الكناني والنور بن الرزاز واجازه كلهم وكان اول عرضه في سنة ثمان وخمسين,
19.0,1,محرم,,ijaza, وسمع من والده وحدث سمع منه الفضلاء روى عنه ابن فهد فانه اجاز له في استدعاء مؤرخ بالمحرم سنة تسع عشرة,
788.0,,,,ijaza, اجاز له في سنة ثمان وثمانين وسبعمائة,
,,,,ijaza, اجاز لي وباشر شهادة الحرم نحو خمسين سنة,
808.0,,,,ijaza, قال شيخنا اجاز لي وهو ممن كان يحضر عندي درس القبة البيبرسية لما وليته سنة ثمان وثمانمائة,
,,,,ijaza, واجاز له سنة,
88.0,,,,ijaza, اجاز له في سنة ثمان وثمانين,
23.0,,,,ijaza, الى الشام حتى اخذ عنه علوم الحديث لابن الصلاح وجامع مسانيد ابي حنيفة للخوارزمي وغير ذلك واجاز له في سنة ثلاث وعشرين,
94.0,,,,ijaza, ولبس الخرقة من الشهاب بن الناصح واذن له في الباسها واجاز له في سنة اربع وتسعين,
35.0,,,,ijaza, ورايته شهد على التاج بن تمرية في اجازته لابي عبد القادر سنة خمس وثلاثين,
67.0,,,,ijaza, تقريبا وتفقه في بلاده بالفقيه عمر القمني اخذ عنه الارشاد لشيخه ابن المقري قراءة وسماعا واجاز له في سنة سبع وستين,
70.0,,,,ijaza, سمع بها من العفيف النشاوري وغيره واجاز له في سنة سبعين,
92.0,,,,ijaza, تليها في سماع اشياء وكتبت له اجازة وكان نور الدين الحسني احد مريدي والده حين فارق مكة في موسم سنة اثنتين وتسعين,
97.0,,,,ijaza, ذكره شيخنا في معجمه باختصار وقال اجاز لي سنة سبع وتسعين,
,End of,اخر,10.0,ijaza, ابن صديق والزين المراغي واخرين واجاز له النشاوري والاميوطي والتنوخي وابن حاتم والبلقيني وخلق ولازم دروس ابيه نحو خمس عشرة سنة,
22.0,,,,ijaza, والحساب والفلك عن حسين الزمزمي واجاز له بالافتاء والتدريس المراغي وابن حجي والجلال البلقيني والولي العراقي لما حج في سنة اثنتين وعشرين,
14.0,,,,ijaza, وذكره شيخنا في معجمه وقال انه اجاز لاولاده سنة اربع عشرة,
900.0,,,,ijaza, صحيح البخاري وصحيح مسلم والشفا للقاضي عياض وحضر عندي دروسا وكتبت له اجازة حافلة وسافر مصحوبا بالسلامة في اثناء سنة تسعمائة,
788.0,,,,ijaza, من الهداية ومن المغني في اصولهم وغير ذلك بل سافر الى القاهرة واخذ بها ايضا واجازه قبل ذلك في سنة ثمان وثمانين وسبعمائة,
17.0,,,,ijaza, بن محمد بن اللاج القلاحي السكندري المقرئ اجاز لابن شيخنا وغيره في سنة سبع عشرة,
25.0,End of,اخر,,ijaza, والعراقي والمطرز والجوهري واخرين واجاز له ابو هريرة بن الذهبي وابن العلاء وجماعة واجاز لي وكان قد حج في سنة خمس وعشرين,
36.0,,,,ijaza, ولد بها من مستولدة لابيه الاتي وسمع على ابي الفتح المراغي واجاز له في سنة ست وثلاثين,
88.0,,,,ijaza, في اجازة النوبي كابنه واثنى المشهود له عليه بالفضيلة وجودة النظم وكذا رايت خطه في سنة ثمان وثمانين,
47.0,,,,ijaza, ما فيه من اللباب وسمع عليه فاتحة العلوم للغزالي ايضا واجاز له وناب في القضاء بمكة عن ابيه في سنة سبع واربعين باشارة,اشارة
34.0,,,,ijaza, وقد اجاز سنة اربع وثلاثين,
68.0,,,,ijaza, وكان خيرا كبير الهمة محافظا على الجماعة بجامع الحنابلة لا يفتر عن ذلك وحج وزار ورايت خطه في اجازة سنة ثمان وستين بل,ل
88.0,,,,ijaza, ولد بمكة ونشا بها وسمع البرهان بن صديق واجاز له في سنة ثمان وثمانين,
72.0,,,,ijaza, وممن اخذ عنه النور علي بن سليمان الحوشي وكذا الشمس النوبي واجاز له في سنة اثنتين وسبعين,
37.0,End of,اخر,,ijaza, قلت وتاخر حتى اجاز في سنة سبع وثلاثين,
782.0,,,,ijaza, وممن قرا عليه احد شيوخ ابيه الشمس الكرماني الشارح واجاز له في سنة اثنتين وثمانين وسبعمائة,
800.0,,,,ijaza, عليه بشيراز مقدمات العلوم كالكافية في النحو والصرف للزنجاني وشرحهما للسيد ركن الدين والتفتازاني وغيرهما واجاز لي في شهور سنة ثمانمائة,
802.0,,,,ijaza, رايته اجاز لمن عرض عليه في سنة اثنتين وثمانمائة بالقاهرة,القاهرة
821.0,End of,اخر,,ijaza, وهو مختصر في الفقه اودعه علوما اخرى تستخرج من اوائل السطور واواخرها لم يسبق الى مثله واجاز لاولادي في سنة احدى وعشرين وثمانمائة,
23.0,,,,ijaza, المتباينات وتخريج اربعي النووي وغيرهما من تصانيفه وكذا سمع على ابن الجزري بل اجاز له في سنة ثلاث وعشرين,
778.0,12,ذي الحجة,,ijaza, اجاز لناصر الدين هذا في استدعاء مؤرخ بذي الحجة سنة ثمان وسبعين وسبعمائة,
6.0,,,,ijaza, واجاز النور البلبيسي وكتب في عرض سنة ست,
805.0,,,,ijaza, واجاز له في سنة خمس وثمانمائة,
774.0,2,صفر,,ijaza, قرا على السراج البلقيني بعض تصانيفه ووصفه بالفاضل العالم وانه بحث واجاد فيما يبديه واجاز له وارخ ذلك في صفر سنة اربع وسبعين وسبعمائة,
14.0,,,,ijaza, الشيخ المقتدي الاعظم المشهور في العالم المتصوف في باطن الامم الخواجه شرف الملة والدين صحبته واجاز لي شفاها في سنة اربع عشرة,
98.0,,,,ijaza, البحث مع اماكن من الشرح وجل الموطا واشياء اثبتها له في تاريخ المدينة مع اجازة حافلة وكذا الازمني في سنة ثمان وتسعين بالمدينة,المدينة
770.0,,,,ijaza, اجاز له في سنة سبعين وسبعمائة,
45.0,8,شعبان,,ijaza, بحديث من مسند الدارمي وعاد الى القاهرة في منتصف شعبانها واجاز له في استدعاء بخط ابن قمر مؤرخ برجب سنة خمس واربعين,
88.0,,,,ijaza, ونشا بها فسمع من الزين اب بكر المراغي بعض مسند الحميدي وغيره واجاز له في سنة ثمان وثمانين,
9.0,,,,ijaza, من مسند الشاميين من مسند احمد علي ابن الخباز بسماعه من المسلم بن علان انا حنبل اجاز لنا في سنة تسع,
1.0,,,,ijaza, ممن اخذ عن التفتازاني قال الطاووسي اجاز لي في سنة احدى,
805.0,,,,ijaza, اجاز له في سنة خمس وثمانمائة,
96.0,,,,ijaza, اجاز له في سنة ست وتسعين,
3.0,,,,ijaza, وهو ممن اخذ عن المحققين واجاز لي مرارا منها في شهور سنة ثلاث,
22.0,7,رجب,,ijaza, وقدم القاهرة وسمع من شيخنا في الاملاء وغيره واجاز له خاله في رجب سنة اثنتين وعشرين,
5.0,,,,ijaza, اجاز له في سنة خمس,
21.0,,,,ijaza, ووردت على مراسلاته بعد ذلك دالة على صحة مودته ولا يزال يبلغني عنه الثناء الوافر واجاز لابني محمد في سنة احدى وعشرين,
788.0,,,,ijaza, بن جار الله بن زائد السنبسي المكي اجاز له في سنة ثمان وثمانين وسبعمائة,
34.0,,,,ijaza, وقد رايت خطه بالشهادة على الشيخ عبد الدائم في اجازة ابي عبد القادر سنة اربع وثلاثين,
806.0,8,شعبان,,ijaza, وكان قد اجاز له باستدعاء مؤرخ بشعبان سنة ست وثمانمائة,
65.0,,,,ijaza, شهد في اجازة النوبي سنة خمس وستين,
,,,,ijaza, واجاز له ابو عبد الله محمد بن احمد بن محمد بن محمد بن مرزوق بل اجاز له في سنة,
809.0,,,,ijaza, وحج غير مرة وزار ولقي البرهان بن فرحون والزين المراغي فسمع منهما واجازه جماعة ولما حج والده في سنة تسع وثمانمائة,
43.0,,,,ijaza, الكاملية والزين خطاب وسمع من ابي الفتح المراغي والزين الاميوطي والتقي بن فهد والشهاب الشوايطي وغيرهم واجاز له في سنة ثلاث واربعين,
36.0,,,,ijaza, على جماعة كالفنري واجاز له والتقي الكرماني وتلا بالعشر على ابن عياش في نحو عشرين ختمة واجاز له في سنة ست وثلاثين,
50.0,10,شوال,,ijaza, واجاز له في استدعاء مؤرخ بشوال سنة خمسين,
805.0,,,,ijaza, كان يتردد منها الى مكة للحج بحيث سمع فيها على عمه الجمال بن ظهيرة وابن الجزري واجاز له في سنة خمس وثمانمائة,
34.0,,,,ijaza, ابن المجدي ولازم القاياتي في فنون وتصدى للاقراء فقرا عليه النور ابو عبد القادر الازهري الاتي واجاز له في سنة اربع وثلاثين,
5.0,,,,ijaza, مكة مرارا للحج فسمع من عمه الجمال بن ظهيرة وابن الجزري والمقريزي وغيرهم كابي الفتح المراغي واجاز له في سنة خمس,
65.0,,,,ijaza, واجاز له جماعة منهم الزركشي وابن الطحان وابن بردس وشيخنا المقريزي والجمال الكازروني والمحب المطيري وقدم القاهرة في البحر سنة خمس وستين,
74.0,,,,ijaza, اسماعيل الفوي والعز عبد السلام الكازروني والكمال ابي الفضل محمد بن احمد النويري وجماعة واجازوا له وكذا اجازه في سنة اربع وسبعين,
823.0,,,,ijaza, وذكره العفيف الجرهي في مشيخته وانه اجاز له في سنة ثلاث وعشرين وثمانمائة,
38.0,End of,اخر,,ijaza, المحب والكركي وقرا عليه البقاعي شيئا من مسموعه فكان يحضر تارة ويغيب اخرى فتركاه بعد ان اجاز لهما وذلك سنة ثمان وثلاثين,
36.0,,,,ijaza, اجاز له في سنة ست وثلاثين,
47.0,End of,اخر,,ijaza, المنعم بن احمد الانصاري والزين العراقي والبدر بن فرحون واخرين وقرا هو بنفسه علي الجمال الاميوطي واجاز له في سنة سبع واربعين,
60.0,,,,ijaza, واجاز له قبل ذلك في سنة ستين,
25.0,,,,ijaza, واخبره انه سمع دلائل النبوة للبيهقي علي ابن حاتم والعراقي والهيثمي بقراءة النجم الباهي واجاز لابن شيخنا وغيره في سنة خمس وعشرين,
65.0,,,,ijaza, واجاز له في سنة خمس وستين,
33.0,End of,اخر,,ijaza, في اخرين واجاز له الشرف بن الكويك والجمال بن الشرائحي وغيرهما وحضر الدروس ورحل مع والده واخيه القاهرة في سنة ثلاث وثلاثين,
93.0,,,,ijaza, هرموز بالفخر احمد السجستاني وكان حجة الصوفية في زمانه بحيث وصفه الخوافي بنقاد المتصوفة واجاز له في استدعاء مؤرخ سنة ثلاث وتسعين,
836.0,,,,ijaza, اجاز له في سنة ست وثلاثين وثمانمائة,
793.0,,,,ijaza, ترجمته في ذيل القراء وقرا عليه السراج عمر البلسقوني للسبع واجاز له في سنة ثلاث وتسعين وسبعمائة,
805.0,12,ذي الحجة,,ijaza, واجاز له في استدعاء مؤرخ بذي الحجة سنة خمس وثمانمائة,
97.0,3,ربيع,2.0,ijaza, واجاز له في استدعاء مؤرخ بربيع الثاني سنة سبع وتسعين,
29.0,,,,ijaza, اجاز لنا في سنة تسع وعشرين,
52.0,10,شوال,,ijaza, وحدث سمع منه الفضلاء وكان يتكلم في الحسبة بالصالحية اجاز لي في استدعاء مؤرخ بشوال سنة اثنتين وخمسين,
65.0,8,شعبان,10.0,ijaza, له سماعا على قدر سنه بلى قد اجاز له خلق انفرد بالرواية عن اكثرهم في الدنيا فاجاز له في عاشر شعبان سنة خمس وستين,
61.0,12,ذي الحجة,,ijaza, واجاز له قبل ذلك في استدعاء اخر مؤرخ بسابع ذي الحجة سنة احدى وستين,
88.0,End of,اخر,,ijaza, بها من ابن صديق وابي الطيب السحولي والزين المراغي و بن سكر والمجد اللغوي في اخرين واجاز له في سنة ثمان وثمانين,
50.0,,,,ijaza, ونشا بها فحفظ القران واربعي النووي والالفية والمنهاج وغيرها وعرض واجاز له في سنة خمسين,
7.0,,,,ijaza, والتنبيه والمنهاج الاصلي والفية ابن مالك وعرض على جماعة فكان ممن اجاز منهم الكمال الدميري وذلك في يوم النحر سنة سبع بتقديم,تقديم
5.0,,,,ijaza, واجازه بل اجاز له في سنة خمس,
65.0,,,,ijaza, واجاز له النشاوري والغياث العاقولي والصدر المناوي وغيرهم بل اجاز له العز بن جماعة فهرست مروياته المعينة في سنة خمس وستين,
36.0,,,,ijaza, ونشا وسمع من زينب ابنة الشافعي واجاز له في سنة ست وثلاثين,
36.0,7,رجب,10.0,ijaza, واجاز له في جملة بني اخوة المعتضد داود بن محمد بن ابي بكر باستدعاء مؤرخ بتاسع عشري رجب سنة ست وثلاثين,
36.0,,,,ijaza, واجاز له في سنة ست وثلاثين,
43.0,End of,اخر,,ijaza, وجزء ابي الجهم بفوت في اخره وجزء ايوب وغيرها وعلى التقي بن فهد ختم مسند عبد واجاز له في سنة ثلاث واربعين,
36.0,,,,ijaza, اجاز له في سنة ست وثلاثين,
36.0,,,,ijaza, واجاز له في سنة ست وثلاثين,
54.0,End of,اخر,,ijaza, الرحمن التميمي الخليلي والعلاء ابن السيد عفيف الدين بل سمع على الزين القبابي في اخرين واجاز له ولاخيه في سنة اربع وخمسين باستدعاء,استدعاء
788.0,,,,ijaza, اجاز له في سنة ثمان وثمانين وسبعمائة,
88.0,,,,ijaza, اجاز له في سنة ثمان وثمانين,
36.0,,,,ijaza, واجاز له جماعة في سنة ست وثلاثين,
5.0,,,,ijaza, واحضر علي ابن صديق سجدات القران للحزي وغيرها واسمع علي الزينين المراغي والطبري وجماعة واجاز له في سنة خمس,
36.0,7,رجب,10.0,ijaza, سمع على شيخنا اشياء مع الراعي وغيره واجاز له باستدعاء ابن فهد المؤرخ بتاسع عشر رجب سنة ست وثلاثين,
791.0,,,,ijaza, اجاز له في سنة احدى وتسعين وسبعمائة,
,,,,ijaza, واجاز له في سنة,
,,,,ijaza, واجاز له في سنة,
19.0,,,,ijaza, واجاز له في سنة تسع عشرة,
5.0,,,,ijaza, الله بن محمد بن عبد الله بن بلال المكي الوقاد بالحرم اجاز له في سنة خمس,
27.0,8,شعبان,,ijaza, اجاز لي في شعبان سنة سبع وعشرين,
778.0,12,ذي الحجة,,ijaza, واخذ هو عن والده وغيره واجاز له جماعة في استدعاء عين فيه هو واخواه احمد ومحمد مؤرخ بذي الحجة سنة ثمان وسبعين وسبعمائة,
19.0,8,شعبان,,ijaza, الراوي عن امام الدين على المعروف بخواجة شيخ عن علاء الدولة السمناني روى عنه الطاووسي واجاز له وذلك في شعبان سنة تسع عشرة,
794.0,,,,ijaza, اجاز له في سنة اربع وتسعين وسبعمائة,
46.0,,,,ijaza, اجاز له في سنة ست واربعين,
1.0,,,,ijaza, شهد على بعض الحنفية في اجازة سنة احدى,
22.0,7,رجب,,ijaza, اصحاب ابن عبد السلام في اخرين يتضمنهم فهرسته قال شيخنا رايتها بخطه وقد اجاز فيها لابن اخته سرور في رجب سنة اثنتين وعشرين,
36.0,,,,ijaza, اجاز له في سنة ست وثلاثين,
823.0,,,,ijaza, ذكره العفيف الجرهي في مشيخته وانه اجاز له في سنة ثلاث وعشرين وثمانمائة,
803.0,3,ربيع الاول,,ijaza, المعاني ومن بديع ابن الساعاتي في الاصول وغير ذلك وسافر معه لزبيد واجاز له وعظمه جدا وارخ ذلك في ربيع الاول سنة ثلاث وثمانمائة,
803.0,6,جمادى الثانية,12.0,ijaza, واجاز له غير واحد وتعلم الخط وجوده وولي قضاء العسكر ثم القضاء الاكبر في ثاني عشر جمادى الثانية سنة ثلاث وثمانمائة,
5.0,End of,اخر,,ijaza, الفتحي بالمدينة وصحح التاج عنها باذنها في اخرين واجاز له في سنة خمس,
83.0,9,رمضان,,ijaza, الفرات وكذا اجاز له وهو في السنة الاولى باستدعاء الفتحي زينب ابنة اليافعي وقدم القاهرة من بلاده في اواخر رمضان سنة ثلاث وثمانين بعد,عد
13.0,,,,ijaza, وتبعه في ذلك التقي بن فهد في معجمه فانه اجاز له في استدعاء مؤرخ سنة ثلاث عشرة,
51.0,,,,ijaza, التقي الصائغ وعلى ابن نمير السراج وكتب له اجازة وصفه فيها بالشيخ الامام المقرئ الفاضل المحقق وشهد عليه فيها سنة احدى وخمسين,
5.0,End of,اخر,,ijaza, من مكة والقادمين اليها والجمال الكازروني والنور المحلي والشريف ابي عبد الله الفاسي واخرين بالمدينة النبوية واجاز له في سنة خمس,
36.0,7,رجب,,ijaza, واجاز له في استدعاء ابن فهد المؤرخ برجب سنة ست وثلاثين,
805.0,,,,ijaza, ولد بمكة ونشا بها واجاز له في سنة خمس وثمانمائة,
788.0,,,,ijaza, واجاز له في سنة ثمان وثمانين وسبعمائة,
88.0,,,,ijaza, وسمع من الزينين المراغي والطبري ونور الدين بن سلامة واجاز له في سنة ثمان وثمانين,
859.0,,,,ijaza, رايته اجاز خليل بن ابراهيم الدمياطي في سنة تسع وخمسين وثمانمائة,
21.0,,,,ijaza, اجاز لابني من الخليل في سنة احدى وعشرين,
25.0,,,,ijaza, اجاز لابني في سنة خمس وعشرين,
97.0,,,,ijaza, تاريخ داريا لابي علي عبد الجبار بن عبد الله الخولاني على داود بن محمد بن عربشاه واجاز لي في سنة سبع وتسعين,
95.0,End of,اخر,,ijaza, صديق الابناسي والزين المراغي والشريف عبد الرحمن الفاسي والجمال بن ظهيرة وابي اليمن الطبري في اخرين واجاز له في سنة خمس وتسعين,
91.0,,,,ijaza, وذكره المقريزي في عقوده ورايت خطه بالشهادة على بعض القراء في اجازة الجمال الزيتوني سنة احدى وتسعين,
43.0,3,ربيع الاول,,ijaza, واجاز له جماعة باستدعاء ابن فهد في ربيع الاول سنة ثلاث واربعين,
774.0,,,,ijaza, اجاز له في سنة اربع وسبعين وسبعمائة,
95.0,,,,ijaza, اجاز له في سنة خمس وتسعين,
37.0,End of,اخر,,ijaza, الهادي وابنة ابن المنجا وابن فرحون واخرون اجاز لي وناب في الفراشة بالمسجد الحرام ودخل بلاد الشام وحلب في سنة سبع وثلاثين,
67.0,,,,ijaza, وهو ممن اخذ بالقاهرة عن ابن اسد وشهد عليه في اجازة سنة سبع وستين,
96.0,,,,ijaza, واجاز له ابو هريرة بن الذهبي وابو الخير بن العلائي والبدر بن قوام وابو حفص البلسي وجماعة وحج في سنة ست وتسعين,
14.0,End of,اخر,,ijaza, وحضر مجلس السراج البلقيني واجاز له عائشة ابنة ابن عبد الهادي واخرون في استدعاء شيخنا ابو النعيم المستملي المؤرخ سنة اربع عشرة,
98.0,,,,ijaza, ابا السعود في دروسه وتحديثه واليسير في الاصول عند العلاء المحلي الحنفي له اجازة وزار مع ابيه المدينة في سنة ثمان وتسعين,
88.0,,,,ijaza, واجاز له في سنة ثمان وثمانين,
800.0,,,,ijaza, على الجزري بعض ابي داود واجاز له في سنة ثمانمائة,
803.0,,,,ijaza, منهم الشمس محمد بن مبارك بن عثمان البسقاقي الحلبي الحنفي واجاز له ابوه من شيوخ القاهرة حين دخلها في سنة ثلاث وثمانمائة,
96.0,,,,ijaza, بل سمع من لفظه حديث الاعمال بالنيات والكلام على فوائده واحكامه وانشده شيئا من شعره واجاز له وذلك في سنة ست وتسعين,
88.0,,,,ijaza, ولد بها وسمع المراغي واجاز له في سنة ثمان وثمانين,
824.0,,,,ijaza, بن ابي عبد الله بن احمد بن عبد العزيز النويري المكي اجاز له في سنة اربع وعشرين وثمانمائة,
30.0,,,,ijaza, اجاز لابن ابي اليمن حين عرض عليه في سنة ثلاثين,
52.0,,,,ijaza, قاله البقاعي وقال انه اجاز له في سنة اثنتين وخمسين,
96.0,End of,اخر,,ijaza, واجازوا له في اخرين واخذ الفقه عن الشرف عبد المنعم البغدادي ولازمه حتى اذن له في الافتاء والتدريس في سنة ست وتسعين بل,ل
97.0,,,,ijaza, واجاز له في جملة اخوته في سنة سبع وتسعين,
788.0,,,,ijaza, اجاز له في سنة ثمان وثمانين وسبعمائة,
800.0,,,,ijaza, واجاز له في سنة ثمانمائة,
19.0,10,شوال,,ijaza, لقيه الطاووسي فاخذ عنه الثلاثيات واجاز له بل اذن له في الافتاء وذلك في شوال سنة تسع عشرة,
801.0,,,,ijaza, واجاز له ابن صديق وابن قوام والبالسي وابن منيع وابنة ابن المنجا وسائر من اجاز لاخيه في سنة احدى وثمانمائة,
28.0,,,,ijaza, رايته شهد على علي بن موسى في اجازته لابنه امين الدين محمد بالقراءات في سنة ثمان وعشرين,
91.0,End of,اخر,,ijaza, البلقيني سماعا الا اليسير فاجازه وعن العزيز المليجي سماعا من قوله في الاطعمة باب القديد الى اخر الكتاب في سنة احدى وتسعين,
5.0,,,,ijaza, ولد بها ونشا فسمع من ابي اليمن الطبري واجاز له في سنة خمس,
65.0,,,,ijaza, فقيه فاضل شافعي شهد في اجازة النوبي في سنة خمس وستين,
94.0,,,,ijaza, غيره ولازمني في المدينة وحصل نسخة من المقاصد الحسنة بعد ان سمعه وكتبت له اجازة ثم رايته في موسم سنة اربع وتسعين,
23.0,,,,ijaza, واجاز له في سنة ثلاث وعشرين,
70.0,,,,ijaza, وابن عبد الدائم واجاز له المزي وغيره من مصر ودمشق وممن اجاز له الشمس العسقلاني المقري ودخل الشام في سنة سبعين,
761.0,12,ذي الحجة,,ijaza, المراسيل من تاليفه ووصفه بالشيخ الامام الحافظ واشتغل بالتصنيف وهو شاب بحيث قرات بخطه اجازة كتبها وهو بمكة في ذي الحجة سنة احدى وستين وسبعمائة,
52.0,,,,ijaza, وحدث سمع منه الفضلاء اجاز لي في سنة اثنتين وخمسين,
15.0,End of,اخر,,ijaza, اخرين وحدث سمع منه الفضلاء كابن موسى والموفق الابي واجاز لابن شيخنا وابن فهد وذكره في معجمه واخرين في سنة خمس عشرة,
36.0,,,,ijaza, اجاز لنا في سنة ست وثلاثين,
22.0,,,,ijaza, اجاز لابن شيخنا وغيره في سنة اثنتين وعشرين,
40.0,,,,ijaza, اجاز له في سنة اربعين,
,,,,ijaza, فاخذ عن الجوجري ايضا ولازمني بها وكذا بمكة في مجاورتي الثانية والثالثة وكتبت له اجازة حسنة واجاز له في سنة,
54.0,,,,ijaza, النبوية وقدم مع ابيه الى مكة فسمع من الشهاب احمد بن علي المحلي واجاز له في سنة اربع وخمسين,
805.0,,,,ijaza, ممن اجاز له في سنة خمس وثمانمائة,
801.0,,,,ijaza, وقد رايته شهد على بعض الحنفية في اجازة سنة احدى وثمانمائة,
23.0,,,,ijaza, واجاز له في سنة ثلاث وعشرين,
